location,division_rank
Rankachtal,namedPlace
Wolfach,namedPlace
Offenbrug,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Dalnegorsk,namedPlace
Primorskiy Kray,namedPlace
Russia,namedPlace
Tocantins,First Order Division
Brazil,Country
Smaragd-Mine,namedPlace
Tokovaya-Fluss,namedPlace
Malyshevo,namedPlace
Ekaterinburgskaya Oblast,namedPlace
Ural,namedPlace
Russia,namedPlace
Otavi,Second Order Division
Tsumeb,Second Order Division
Namibia,Country
Wölsendorf,namedPlace
Schwandorf,Second Order Division
Oberpfalz,namedPlace
Bavaria,namedPlace
Germany,Country
Jiangxi Province oder Xinjiang Region,namedPlace
China,Country
Nidau,Second Order Division
Bern,First Order Division
Switzerland,Country
Ankarafa,namedPlace
Vohemar,namedPlace
Madagascar,Country
Pratoschlucht (Val di Prato),namedPlace
Prato-Sornico,namedPlace
Ticino,First Order Division
Switzerland,Country
Huppergrube Lausen,namedPlace
Lausen,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Beinwil,namedPlace
Solothurn,First Order Division
Switzerland,Country
Runnaquelle,namedPlace
Scuol,namedPlace
Grisons,namedPlace
Switzerland,Country
Stallerberg,namedPlace
Avers,namedPlace
Grisons,namedPlace
Switzerland,Country
Val Tujetsch,namedPlace
Tujetsch,namedPlace
Grisons,namedPlace
Switzerland,Country
Rabgiusa,namedPlace
Sils im Engadin/Segl,namedPlace
Grisons,namedPlace
Switzerland,Country
Vallée des Chapieux,namedPlace
Beaufort - Bourg-St-Maurice,namedPlace
Savoie,First Order Division
France,Country
Karoly-Stollen,namedPlace
Gyöngyösoroszi,namedPlace
Heves,First Order Division
Hungary,Country
Nyiri,namedPlace
Borsod-Abauj-Zemplen,First Order Division
Hungary,Country
Nassau,Second Order Division
Rhineland-Palatinate,namedPlace
Germany,Country
Dargov,namedPlace
Slovakia,Country
Ametista do Sul,Second Order Division
Rio Grande do Sul,First Order Division
Brazil,Country
Medels,namedPlace
Medel (Lucomagn),namedPlace
Grisons,namedPlace
Switzerland,Country
Green Monster Mountain,namedPlace
Prince of Wales Iceland,namedPlace
Alaska,First Order Division
USA,Second Order Division
Gambatesa Mine,namedPlace
Reppia,namedPlace
Province Genova,namedPlace
Italy,Country
Seula Mine,namedPlace
Monte Camoscio,namedPlace
Oltrefiume,namedPlace
Baveno,namedPlace
Verbano-Cusio-Ossola,First Order Division
Italy,Country
Ambasaguas,namedPlace
Muro de Aguas,namedPlace
Rioja,Second Order Division
Spain,Country
Region Kayes,namedPlace
Mali,Country
Pollone,namedPlace
Biella,First Order Division
Piemonte,First Order Division
Italy,Country
Gipssteinbruch La Plâtrière,namedPlace
Vaas,namedPlace
Lens,namedPlace
Valais,First Order Division
Switzerland,Country
Quarry Choëx,namedPlace
Champ Bernard,namedPlace
Monthey,Second Order Division
Valais,First Order Division
Switzerland,Country
Quarry Wickartsmühle,namedPlace
Rickenbach,namedPlace
Waldshut,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Kangasala,namedPlace
Tampere,namedPlace
Finland,Country
Texada Iceland,namedPlace
British Columbia,First Order Division
Canada,Country
Kolsaas,namedPlace
Sandvika,namedPlace
Norway,Country
Ylämaa,namedPlace
Lappeenranta,namedPlace
Finland,Country
Tiefenstein,namedPlace
Albtal,namedPlace
Waldshut,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Quarry an der Strasse north of Malsburg,namedPlace
Kandern,namedPlace
Lörrach,Second Order Division
Baden-Württemberg,First Order Division
Germany,Country
Arosa,namedPlace
Grisons,namedPlace
Switzerland,Country
Quarry Brocatello di Arzo,namedPlace
Arzo,namedPlace
Ticino,First Order Division
Switzerland,Country
oberhalb Hospental,namedPlace
Uri,First Order Division
Switzerland,Country
Weissfluhjoch,namedPlace
Langwies,namedPlace
Grisons,namedPlace
Switzerland,Country
Dorado Mine,namedPlace
Nuevo Casas Grandes,Second Order Division
Chihuahua,First Order Division
Mexico,Country
Bellecombe,namedPlace
Chatillôn,namedPlace
Province Aosta,namedPlace
Piemont,namedPlace
Italy,Country
Val di Viù/Valle di Viù,namedPlace
Province Turin,namedPlace
Piemont,namedPlace
Italy,Country
Chobelwand (Chobel-Kohlbett),namedPlace
Schwende,namedPlace
Appenzell-Innerrhoden,namedPlace
Switzerland,Country
Blindenau,namedPlace
Stein,Second Order Division
Appenzell-Ausserrhoden,namedPlace
Switzerland,Country
Herkunft unklar,namedPlace
Naturhistorisches Museum,namedPlace
Schlüsselberg 5,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Tüscherz-Alfermée,namedPlace
Bern,First Order Division
Switzerland,Country
Weisse Mine,namedPlace
Imbach,namedPlace
Kirchheimbolanden,namedPlace
Rhineland-Palatinate,namedPlace
Germany,Country
Piz Giuv,namedPlace
Gurtnellen,namedPlace
Grisons,namedPlace
Switzerland,Country
Piz Gendusas,namedPlace
Disentis/Mustér,namedPlace
Grisons,namedPlace
Switzerland,Country
Road tunnel Hohtenn-Mittal,namedPlace
Gampel,namedPlace
Valais,First Order Division
Switzerland,Country
Eggerbergtunnel,namedPlace
Eggerberg,namedPlace
Valais,First Order Division
Switzerland,Country
Danakil-Ebene (Dallol),namedPlace
Province Afar,namedPlace
Ethiopia,Country
Quarry Schümel,namedPlace
Chalch,namedPlace
Holderbank,namedPlace
Aargau,First Order Division
Switzerland,Country
Fimberpass,namedPlace
Sent,namedPlace
Grisons,namedPlace
Switzerland,Country
Lago di Dentro,namedPlace
Quinto,namedPlace
Ticino,First Order Division
Switzerland,Country
Bocchetta di Cadlimo,namedPlace
Airolo,namedPlace
Ticino,First Order Division
Switzerland,Country
Wolfjos,namedPlace
Pfäfers,namedPlace
St. Gallen,namedPlace
Switzerland,Country
Quarry Kesslerloch,namedPlace
Thayngen,namedPlace
Schaffhausen,First Order Division
Switzerland,Country
Quarry near Schernfeld,namedPlace
Eichstätt,Second Order Division
Oberbayern,namedPlace
Bavaria,namedPlace
Germany,Country
Island Hiddensee,namedPlace
Enddorn,namedPlace
West-Rügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
Gipsgrube Niedersachswerfen,namedPlace
Harztor,namedPlace
Nordhausen,Second Order Division
Thuringia,namedPlace
Germany,Country
Povraznik,namedPlace
Banska Bystrica,Second Order Division
Slovakia,Country
Region Anosy,namedPlace
Tuléar,namedPlace
Madagascar,Country
Ambindandrakemba,namedPlace
Tranomaro,namedPlace
Tuléar,namedPlace
Madagascar,Country
Boudry,Second Order Division
Neuchâtel,First Order Division
Switzerland,Country
Le Bleymard,namedPlace
Goulet - Mont Lozère,namedPlace
Languedoc-Roussillion,namedPlace
France,Country
Füessler,namedPlace
Schwende,namedPlace
Appenzell-Innerrhoden,namedPlace
Switzerland,Country
Chnorren,namedPlace
Sennwald,namedPlace
St. Gallen,namedPlace
Switzerland,Country
Ris,namedPlace
Oberrieter Kienberg,namedPlace
Oberriet,namedPlace
St. Gallen,namedPlace
Switzerland,Country
Steinhüttli (Bisistal),namedPlace
Muothatal,namedPlace
Schwyz,First Order Division
Switzerland,Country
Stockegg,namedPlace
Schwende,namedPlace
Appenzell-Innerrhoden,namedPlace
Switzerland,Country
Bildsteinchopf,namedPlace
Rüte,namedPlace
Appenzell-Innerrhoden,namedPlace
Switzerland,Country
Goldgrube Astano,namedPlace
Ticino,First Order Division
Switzerland,Country
Turbenthal,namedPlace
Zürich,First Order Division
Switzerland,Country
Rhein near Klybeck,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Kleinbasel,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Rhein near Basel,namedPlace
Basel-Stadt,First Order Division
Switzerland,Country
near Basel,namedPlace
Basel-Stadt,First Order Division
Switzerland,Country
Obere Rheinbrücke,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Birs near Basel,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Kiesgrube Ruchfeld,namedPlace
Birsfelden,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Huningue,namedPlace
Haut-Rhin,First Order Division
France,Country
Birsigstrand,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Spiegelhofareal,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Kiesgrube Umgebung von Pratteln,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Gerlafingen,namedPlace
Solothurn,First Order Division
Switzerland,Country
Kiesgrube Sternenfeld,namedPlace
Birsfelden,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
near Basel,namedPlace
Switzerland,Country
Pontich,namedPlace
Charmoille,namedPlace
Jura,First Order Division
Switzerland,Country
Hohentwiel,namedPlace
Singen (Hohentwiel),namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Therwil,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Breisgau,namedPlace
Baden-Württemberg,First Order Division
Germany,Country
Montavon,namedPlace
Jura,First Order Division
Switzerland,Country
Birs near Basel,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Les Creux,namedPlace
Develier,namedPlace
Jura,First Order Division
Switzerland,Country
Grand Chenal,namedPlace
Corban,namedPlace
Jura,First Order Division
Switzerland,Country
Collège,namedPlace
Courfaivre,namedPlace
Jura,First Order Division
Switzerland,Country
Helgenmatt near Breitenbach-Büsserach,namedPlace
Solothurn,First Order Division
Switzerland,Country
Bisthum Basel,namedPlace
Switzerland,Country
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Klybeck,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Ruisseau de Tramont,namedPlace
Bassecourt,namedPlace
Jura,First Order Division
Switzerland,Country
Les Boulies,namedPlace
Bassecourt,namedPlace
Jura,First Order Division
Switzerland,Country
Patrage de Rose,namedPlace
Neufs Champs,namedPlace
Courfaivre,namedPlace
Jura,First Order Division
Switzerland,Country
Nononai,namedPlace
Rio Grande do Sul,First Order Division
Brazil,Country
Rakata (Krakatau),namedPlace
Indonesia,Country
Island Santorin,namedPlace
Greece,Country
Bornemouth,namedPlace
England,First Order Division
Kiesgrube Meyer-Spinnler,namedPlace
Muttenz,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Forte di Marina di Bibbona,namedPlace
Cecina,namedPlace
Province Livorno,namedPlace
Italy,Country
Florenz,namedPlace
Toscana,First Order Division
Italy,Country
Lindos,namedPlace
Island Rhodos,namedPlace
Greece,Country
Santa Maria - Pian delle Rose,namedPlace
Province Pisa,namedPlace
Italy,Country
Marina di Cecina,namedPlace
Province Livorno,namedPlace
Italy,Country
Grabung Basler Münster,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Kiesgrube near Uznach,namedPlace
St. Gallen,namedPlace
Switzerland,Country
Wilpattu Nationalpark,namedPlace
Sri Lanka,Country
Rhein near Bangs,namedPlace
Voralberg,namedPlace
Austria,Country
Roquebrune,namedPlace
Alpes Maritimes,namedPlace
France,Country
Sarbut el Chatem,namedPlace
Halbinsel Sinai,namedPlace
Egypt,Country
Engstlingental,namedPlace
Adelboden,namedPlace
Bern,First Order Division
Switzerland,Country
Rhein,namedPlace
Kander-Mündung,namedPlace
Germany,Country
Meeresstrand Axaia,namedPlace
Patras,namedPlace
Greece,Country
Meeresstrand Axaia,namedPlace
Patras,namedPlace
Greichenland,namedPlace
Vendoeuvre near Nancy,namedPlace
France,Country
Altstaden near Oberhausen,namedPlace
North Rhine-Westphalia,namedPlace
Germany,Country
Mackinlay,namedPlace
Nord-Queensland,namedPlace
Australia,Country
Lias-Grube Unterstürmig,namedPlace
Eggolsheim,namedPlace
Forchheim,Second Order Division
Bavaria,namedPlace
Germany,Country
Bouxwiller,namedPlace
Bas-Rhin,First Order Division
France,Country
La Sterza,namedPlace
Province Pisa,namedPlace
Italy,Country
Kiesgrube Foltzer,namedPlace
Hégenheim,namedPlace
Haut-Rhin,First Order Division
France,Country
Axaia,namedPlace
Patras,namedPlace
Greece,Country
Thermas Arapey,namedPlace
Salto,First Order Division
Urugay,namedPlace
Sandoz AG,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Sur Paicheux,namedPlace
Bassecourt,namedPlace
Jura,First Order Division
Switzerland,Country
Séprais,namedPlace
Boécourt,namedPlace
Jura,First Order Division
Switzerland,Country
Tal der Könige,namedPlace
Luxor,Second Order Division
Egypt,Country
Le Grand-Pressigny,namedPlace
Loches,namedPlace
Indre-et-Loire,First Order Division
France,Country
Saalbündten,namedPlace
Aesch,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Pineta di Roccamare,namedPlace
Castiglione della Pescaia,namedPlace
Province di Grosseto,namedPlace
Italy,Country
Le Gorette,namedPlace
Cecina,namedPlace
Province Livorno,namedPlace
Italy,Country
Martinsgasse Basel,namedPlace
Basel-Stadt,First Order Division
Switzerland,Country
Kiesgrube Hupfer (Grande Sablière de Saint-Louis),namedPlace
Saint-Louis,First Order Division
Haut-Rhin,First Order Division
France,Country
Hésingue,namedPlace
Haut-Rhin,First Order Division
France,Country
Sperlonga,namedPlace
Province Latina,namedPlace
Italy,Country
alter Gaskessel,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Binna,namedPlace
Giesse,namedPlace
Binn,namedPlace
Valais,First Order Division
Switzerland,Country
Loutro,namedPlace
Island  Kreta,namedPlace
Greece,Country
Rheinufer Solitude,namedPlace
Basel,Second Order Division
Basel-Stadt,First Order Division
Switzerland,Country
Moron near Moutier,namedPlace
Jura,First Order Division
Switzerland,Country
Plage de Taunasins,namedPlace
Carry-le-Rouet,namedPlace
Bouches-du-Rhône,First Order Division
France,Country
Hassenort,namedPlace
Island Hiddensee,namedPlace
Westrügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
Tartane Prèsqu'ile de la Caravelle,namedPlace
Martinique,Country
Bai von Popoh,namedPlace
Mittel-Java,namedPlace
Donoratico Mare,namedPlace
Cecina,namedPlace
Province Livorno,namedPlace
Italy,Country
Island Tinos,namedPlace
Greece,Country
Enddorn,namedPlace
Island Hiddensee,namedPlace
West-Rügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
Saint-Louis,First Order Division
Haut-Rhin,First Order Division
France,Country
Kiesgrube Hégenheim,namedPlace
Haut-Rhin,First Order Division
France,Country
Marina di Caronia,namedPlace
Messina,First Order Division
Sizilien,namedPlace
Neufs Champs,namedPlace
Courfaivre,namedPlace
Jura,First Order Division
Switzerland,Country
Fluss Cornia,namedPlace
Monteverdi Marittimo,namedPlace
Province Pisa,namedPlace
Italy,Country
I de Hellere,namedPlace
Adelboden,namedPlace
Bern,First Order Division
Switzerland,Country
Riad,namedPlace
Saudiarabien,namedPlace
Kiesgrube Rheininsel Kanal Alter Rhein,namedPlace
Haut-Rhin,First Order Division
France,Country
Bonnal,namedPlace
Villersexel,namedPlace
Haute-Saône,First Order Division
France,Country
Kiesgrube Rheinfelden-Augst,namedPlace
Aargau,First Order Division
Switzerland,Country
Korfu,namedPlace
Island Korfu,namedPlace
Greece,Country
Adrar Touat-Senke,namedPlace
Plateau de Tademait,namedPlace
Province Adrar,namedPlace
Algeria,Country
Dürrbach near Brislach,namedPlace
Basel-Landschaft,First Order Division
Switzerland,Country
Flughafen Basel-Mulhouse,namedPlace
Hésingue/Saint-Louis,namedPlace
Haut-Rhin,First Order Division
France,Country
Holmhällar,namedPlace
Gotland,Second Order Division
Sweden,Country
Flussbett Cico Arapey,namedPlace
Thermas Arapey,namedPlace
Urugay,namedPlace
Sierry Salado,namedPlace
Honduras,Country
Giyoku-dzui Butto-Seki,namedPlace
Jdzumo,namedPlace
Tamatsukuri-gari,namedPlace
Japan,Country
Nehohorion,namedPlace
Peleponnes,namedPlace
Greece,Country
Mahapalipuram near Madras,namedPlace
India,Country
Kiesgrube Grande Sablière de Saint-Louis,namedPlace
Saint-Louis,First Order Division
Haut-Rhin,First Order Division
France,Country
Island Hiddensee,namedPlace
Westrügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
Tiguil,namedPlace
Südmarokko,namedPlace
zwischen Kara Burun und Schile,namedPlace
Bosporus,namedPlace
Turkey,Country
Kloster Enddorn,namedPlace
Island Hiddensee,namedPlace
Westrügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
Kielerbach,namedPlace
Island Rügen,namedPlace
Mecklenburg-Western Pomerania,namedPlace
Germany,Country
( keine Angaben),namedPlace
Kiesgrube Tiergarten,namedPlace
Rheinfelden,Second Order Division
Aargau,First Order Division
